Here's a thinking process that leads to the suggested JSON output:

1.  **Analyze the Request:**
    "regime_hint": "expansion",
    "failure_condition": "S&P 500 forward 60-day returns are negative in > 50% of quarters where GDPC1 > 13000."
  },
  {
    "hypothesis_id": "H_008",
    "dominant_domain": "demand",
    "mechanism_narrative": "A personal savings rate (RSAFS) above 400,000 indicates high consumer caution and reduced spending, which suppresses corporate revenues and leads to negative S&P 500 forward returns over the 20-day horizon.",
    "direction": "-",
    "candidate_proxies": [
      "RSAFS"
    ],
    "candidate_horizon_hint": 20,
    "candidate_trigger": "RSAFS > 400000",
    "candidate_interactions": false,
    "evidence_refs": [
      "series:RSAFS"
    ],
    "regime_hint": "post-shock recovery",
    "failure_condition": "Rank IC for RSAFS is positive (> 0.02) over any 2-year rolling window when RSAFS > 400,000."
  }
]
