Here's a thinking process that leads to the suggested JSON output:

1.  **Analyze the Request:**
    "mechanism_narrative": "A decline in real consumer spending exceeding 1% month-over-month indicates immediate weakness in household demand, directly reducing corporate revenues and driving negative short-term returns.",
    "direction": "-",
    "candidate_proxies": [
      "RSAFS"
    ],
    "candidate_horizon_hint": 5,
    "candidate_trigger": "RSAFS MoM < -1.0%",
    "candidate_interactions": false,
    "evidence_refs": [
      "series:RSAFS"
    ],
    "regime_hint": "any regime",
    "failure_condition": "Short-term (5-day) returns are positive following large declines in RSAFS, or the signal has no predictive power at the 5-day horizon."
  },
  {
    "hypothesis_id": "H_007",
    "dominant_domain": "demand",
    "mechanism_narrative": "Quarterly GDP growth rates below zero confirm a recessionary environment, leading to sustained negative forward returns as the economy contracts.",
    "direction": "-",
    "candidate_proxies": [
      "GDPC1"
    ],
    "candidate_horizon_hint": 60,
    "candidate_trigger": "none",
    "candidate_interactions": false,
    "evidence_refs": [
      "series:GDPC1"
    ],
    "regime_hint": "recession",
    "failure_condition": "Forward returns are positive when GDPC1 growth is negative, or the signal is not significant over a 60-day horizon."
  },
  {
    "hypothesis_id": "H_008",
    "dominant_domain": "labor",
    "mechanism_narrative": "The divergence between falling payrolls and rising unemployment creates a compounding negative signal for consumer spending power, driving negative returns over the medium term.",
    "direction": "-",
    "candidate_proxies": [
      "PAYEMS",
      "UNRATE"
    ],
    "candidate_horizon_hint": 20,
    "candidate_trigger": "none",
    "candidate_interactions": true,
    "evidence_refs": [
      "series:PAYEMS",
      "series:UNRATE"
    ],
    "regime_hint": "any regime",
    "failure_condition": "The interaction term adds no predictive value over individual series, or forward returns are positive when payrolls fall and unemployment rises."
  }
]
